Month,Airline,Service_Country,Flights_In,Passengers_In,Seats_In,Flights_Out,Passengers_Out,Seats_Out,Year,Month_num
May-00,Air Caledonie,New Caledonia,23,1961,2893,23,1590,2877,2000,5
May-00,Air China,China,17,3721,6562,17,3073,6562,2000,5
May-00,Air Mauritius,Mauritius,9,1128,1629,9,987,1629,2000,5
May-00,Nauru Airlines,Nauru,9,687,1260,8,513,1120,2000,5
May-00,Air New Zealand,New Zealand,562,58426,101884,560,56381,101570,2000,5
May-00,Air New Zealand,USA,31,6348,12228,31,7571,12224,2000,5
May-00,Air Niugini,Papua New Guinea,72,3070,7648,72,3198,7660,2000,5
May-00,Fiji Airways,Fiji,67,5811,9359,67,5159,9396,2000,5
May-00,Air Vanuatu,Vanuatu,39,2119,3763,39,1902,3757,2000,5
May-00,Air Zimbabwe,Zimbabwe,0,16,266,0,21,204,2000,5
May-00,Alitalia,Italy,12,2776,4596,14,4837,5309,2000,5
May-00,Ansett International,Fiji,11,976,1919,11,916,1852,2000,5
May-00,Ansett International,Hong Kong (SAR),31,6424,11161,31,7099,11161,2000,5
May-00,Ansett International,Indonesia,42,3037,6440,44,3143,6668,2000,5
May-00,Ansett International,Japan,31,7556,13051,31,9039,13051,2000,5
May-00,AOM French Airlines,France,10,769,3050,10,839,3050,2000,5
May-00,AOM French Airlines,New Caledonia,10,53,1000,10,173,1000,2000,5
May-00,Asian Express Airlines,New Zealand,21,0,0,21,0,0,2000,5
May-00,Asiana Airlines,Korea,31,3182,6230,31,3176,6149,2000,5
May-00,British Airways,UK,93,23876,37665,93,29262,37665,2000,5
May-00,Canadian Airlines International,Canada,0,1492,1534,0,2505,2512,2000,5
May-00,Cargolux Airlines Intl,Luxembourg,8,0,0,0,0,0,2000,5
May-00,Cargolux Airlines Intl,New Zealand,0,0,0,8,0,0,2000,5
May-00,Cathay Pacific Airways,Hong Kong (SAR),131,18301,36993,131,24623,36993,2000,5
May-00,China Airlines,New Zealand,14,1571,4200,14,1306,4200,2000,5
May-00,China Airlines,Taiwan,18,2420,3682,18,2355,3682,2000,5
May-00,China Eastern Airlines,China,14,2780,4018,14,2101,4018,2000,5
May-00,Connie Kalitta Services,USA,0,0,0,0,0,0,2000,5
May-00,Continental Micronesia,Guam,9,629,1395,9,654,1395,2000,5
May-00,EgyptAir,Egypt,9,1294,2340,9,1601,2340,2000,5
May-00,Emirates,United Arab Emirates,48,5983,13524,48,7895,13524,2000,5
May-00,Eva Air,Taiwan,21,3666,5700,21,4083,5812,2000,5
May-00,Evergreen Intl Airlines,USA,20,0,0,0,0,0,2000,5
May-00,Federal Express Corporation,Philippines,0,0,0,23,0,0,2000,5
May-00,Federal Express Corporation,USA,23,0,0,0,0,0,2000,5
May-00,Freedom Air International,New Zealand,86,7790,11210,86,6890,12212,2000,5
May-00,Garuda Indonesia,Indonesia,109,9593,24767,109,11213,24767,2000,5
May-00,Garuda Indonesia,New Zealand,9,1276,2637,9,989,2637,2000,5
May-00,Gulf Air,Bahrain,12,2186,3516,12,2273,3516,2000,5
May-00,Japan Airlines,Japan,93,24636,35984,93,28172,35780,2000,5
May-00,KLM Royal Dutch Airlines,Netherlands,14,3305,5309,13,3887,5032,2000,5
May-00,Korean Air,Korea,39,6661,11408,39,7433,11408,2000,5
May-00,Lauda Air,Austria,18,4388,6192,18,5194,6192,2000,5
May-00,Malaysia Airlines,Malaysia,184,33256,53622,182,37219,52954,2000,5
May-00,Martinair Holland,Netherlands,9,0,0,6,0,0,2000,5
May-00,Merpati Nusantara Airlines,Indonesia,4,93,360,4,134,360,2000,5
May-00,Olympic Airways,Greece,14,1549,4130,14,3857,4130,2000,5
May-00,Polar Air Cargo,Philippines,0,0,0,9,0,0,2000,5
May-00,Polar Air Cargo,USA,26,0,0,0,0,0,2000,5
May-00,Polynesian Airlines,Western Samoa,13,870,1535,12,1097,1260,2000,5
May-00,Qantas Airways,Argentina,9,2713,3399,8,2087,3070,2000,5
May-00,Qantas Airways,China,13,2567,2958,13,2290,2951,2000,5
May-00,Qantas Airways,Fiji,0,5247,7798,0,4854,7619,2000,5
May-00,Qantas Airways,France,13,3191,4762,14,3714,5156,2000,5
May-00,Qantas Airways,Germany,31,6879,11872,31,8692,11893,2000,5
May-00,Qantas Airways,Hong Kong (SAR),102,17571,27776,106,18738,28167,2000,5
May-00,Qantas Airways,India,31,3753,7091,31,5684,7091,2000,5
May-00,Qantas Airways,Indonesia,89,9690,16213,89,11229,16189,2000,5
May-00,Qantas Airways,Italy,14,4104,5871,13,4956,5457,2000,5
May-00,Qantas Airways,Japan,105,25329,41141,106,27307,41980,2000,5
May-00,Qantas Airways,Korea,0,892,1086,0,932,1167,2000,5
May-00,Qantas Airways,New Caledonia,12,1363,1968,12,1024,1982,2000,5
May-00,Qantas Airways,New Zealand,269,40730,59903,280,39599,62445,2000,5
May-00,Qantas Airways,Papua New Guinea,17,2474,5183,17,2969,5172,2000,5
May-00,Qantas Airways,Philippines,26,6319,8088,26,5704,8124,2000,5
May-00,Qantas Airways,Singapore,48,7809,10950,48,8975,10950,2000,5
May-00,Qantas Airways,Solomon Islands,0,373,597,0,391,610,2000,5
May-00,Qantas Airways,South Africa,17,3684,6216,17,4227,6278,2000,5
May-00,Qantas Airways,Tahiti,14,1781,3066,0,0,0,2000,5
May-00,Qantas Airways,Taiwan,14,2610,3153,14,2225,3037,2000,5
May-00,Qantas Airways,UK,74,18468,29048,76,25517,29835,2000,5
May-00,Qantas Airways,USA,162,35316,56801,163,41423,57829,2000,5
May-00,Qantas Airways,Vanuatu,0,804,1151,0,865,1157,2000,5
May-00,Qantas Airways,Western Samoa,0,146,289,0,108,276,2000,5
May-00,Royal Brunei Airlines,Brunei,23,2421,4605,22,3380,4407,2000,5
May-00,Royal Tongan Airlines,Tonga,4,259,448,4,294,448,2000,5
May-00,Singapore Airlines,Singapore,331,56096,103564,332,68022,103841,2000,5
May-00,Solomon Airlines,Solomon Islands,14,634,952,14,544,952,2000,5
May-00,South African Airways,South Africa,17,3002,4885,18,3746,5176,2000,5
May-00,SriLankan Airlines,Sri Lanka,17,1507,4743,17,1463,4743,2000,5
May-00,Swissair,Switzerland,0,194,488,0,312,478,2000,5
May-00,Thai Airways International,New Zealand,22,3953,8910,22,3165,8910,2000,5
May-00,Thai Airways International,Thailand,84,15192,31452,84,17736,31452,2000,5
May-00,United Airlines,USA,92,18185,34224,92,21258,34224,2000,5
May-00,United Parcel Service,USA,5,0,0,0,0,0,2000,5
May-00,Vietnam Airlines,Vietnam,12,0,2468,12,1535,2468,2000,5
Jun-00,Aerolineas Argentinas,Argentina,9,1360,1777,9,986,1833,2000,6
Jun-00,Air Caledonie,New Caledonia,24,1691,2969,24,2356,2959,2000,6
Jun-00,Air China,China,17,2765,6766,17,3402,6766,2000,6
Jun-00,Air Mauritius,Mauritius,8,648,1448,8,1065,1448,2000,6
Jun-00,Nauru Airlines,Nauru,8,383,1120,8,475,1120,2000,6
Jun-00,Air New Zealand,New Zealand,549,57627,98290,549,54722,98362,2000,6
Jun-00,Air New Zealand,USA,30,7943,11840,30,7284,11844,2000,6
Jun-00,Air Niugini,Papua New Guinea,69,3722,7284,68,3235,7229,2000,6
Jun-00,Fiji Airways,Fiji,38,2367,4463,36,1105,3518,2000,6
Jun-00,Air Vanuatu,Vanuatu,38,2197,3629,39,2673,3779,2000,6
Jun-00,Air Zimbabwe,Zimbabwe,0,31,238,0,31,297,2000,6
Jun-00,Alitalia,Italy,8,1752,3011,7,1360,2734,2000,6
Jun-00,Ansett International,Fiji,8,383,1420,8,370,1420,2000,6
Jun-00,Ansett International,Hong Kong (SAR),30,7159,11160,30,6624,11160,2000,6
Jun-00,Ansett International,Indonesia,43,4054,6627,42,5200,6513,2000,6
Jun-00,Ansett International,Japan,30,8819,12630,30,8465,12630,2000,6
Jun-00,AOM French Airlines,France,0,0,0,0,0,0,2000,6
Jun-00,AOM French Airlines,New Caledonia,0,0,0,0,0,0,2000,6
Jun-00,Asian Express Airlines,New Zealand,21,0,0,21,0,0,2000,6
Jun-00,Asiana Airlines,Korea,30,2966,5762,30,2624,5942,2000,6
Jun-00,British Airways,UK,88,24426,35640,89,25664,36045,2000,6
Jun-00,Canadian Airlines International,Canada,0,1934,1991,0,2156,2160,2000,6
Jun-00,Cargolux Airlines Intl,Luxembourg,8,0,0,0,0,0,2000,6
Jun-00,Cargolux Airlines Intl,New Zealand,0,0,0,8,0,0,2000,6
Jun-00,Cathay Pacific Airways,Hong Kong (SAR),124,20795,34152,125,23154,34257,2000,6
Jun-00,China Airlines,New Zealand,12,1964,3600,12,907,3600,2000,6
Jun-00,China Airlines,Taiwan,17,2678,3156,17,2122,3156,2000,6
Jun-00,China Eastern Airlines,China,12,2671,3444,12,1890,3444,2000,6
Jun-00,Continental Micronesia,Guam,9,877,1368,9,754,1368,2000,6
Jun-00,EgyptAir,Egypt,8,1057,2080,8,1425,2080,2000,6
Jun-00,Emirates,United Arab Emirates,47,7199,13221,47,8347,13221,2000,6
Jun-00,Eva Air,Taiwan,22,4352,5875,22,4619,5785,2000,6
Jun-00,Evergreen Intl Airlines,USA,18,0,0,0,0,0,2000,6
Jun-00,Federal Express Corporation,Philippines,0,0,0,20,0,0,2000,6
Jun-00,Federal Express Corporation,USA,20,0,0,0,0,0,2000,6
Jun-00,Freedom Air International,New Zealand,95,9317,12475,95,7635,13490,2000,6
Jun-00,Garuda Indonesia,Indonesia,108,13755,24932,108,18913,24763,2000,6
Jun-00,Garuda Indonesia,New Zealand,9,2064,2637,9,1956,2637,2000,6
Jun-00,Gulf Air,Bahrain,13,2893,3809,13,3057,3809,2000,6
Jun-00,Japan Airlines,Japan,90,23814,35002,90,28103,34673,2000,6
Jun-00,KLM Royal Dutch Airlines,Netherlands,13,3336,4714,14,3975,4991,2000,6
Jun-00,Korean Air,Korea,38,5388,11040,38,6722,11040,2000,6
Jun-00,Lauda Air,Austria,17,4632,5848,17,5267,5848,2000,6
Jun-00,Malaysia Airlines,Malaysia,179,33271,52884,178,40283,52868,2000,6
Jun-00,Martinair Holland,Netherlands,8,0,0,8,0,0,2000,6
Jun-00,Merpati Nusantara Airlines,Indonesia,4,86,360,4,201,360,2000,6
Jun-00,Olympic Airways,Greece,12,1779,3540,12,3124,3540,2000,6
Jun-00,Philippine Airlines,Philippines,12,1634,3952,12,1903,3952,2000,6
Jun-00,Polar Air Cargo,Philippines,0,0,0,4,0,0,2000,6
Jun-00,Polar Air Cargo,USA,25,0,0,0,0,0,2000,6
Jun-00,Polynesian Airlines,Western Samoa,13,723,1535,14,902,1499,2000,6
Jun-00,Qantas Airways,Argentina,8,2143,3073,9,2054,3395,2000,6
Jun-00,Qantas Airways,China,13,2253,2951,13,1449,2951,2000,6
Jun-00,Qantas Airways,Fiji,0,2112,3302,0,1901,3690,2000,6
Jun-00,Qantas Airways,France,13,3468,4797,13,3539,4753,2000,6
Jun-00,Qantas Airways,Germany,30,7941,11505,30,8256,11524,2000,6
Jun-00,Qantas Airways,Hong Kong (SAR),103,18856,27724,108,19037,27722,2000,6
Jun-00,Qantas Airways,India,29,3491,6625,30,5598,6860,2000,6
Jun-00,Qantas Airways,Indonesia,97,12330,18030,97,13807,17953,2000,6
Jun-00,Qantas Airways,Italy,13,4491,5454,13,4345,5456,2000,6
Jun-00,Qantas Airways,Japan,102,24713,39368,103,24987,39660,2000,6
Jun-00,Qantas Airways,Korea,0,998,1318,0,901,1138,2000,6
Jun-00,Qantas Airways,New Caledonia,12,1225,2061,12,1610,2077,2000,6
Jun-00,Qantas Airways,New Zealand,282,41223,64530,293,40768,67090,2000,6
Jun-00,Qantas Airways,Papua New Guinea,18,3577,5418,18,3408,5399,2000,6
Jun-00,Qantas Airways,Philippines,23,4258,6879,23,4338,6761,2000,6
Jun-00,Qantas Airways,Singapore,59,11287,13638,59,11302,13639,2000,6
Jun-00,Qantas Airways,Solomon Islands,0,60,95,0,70,94,2000,6
Jun-00,Qantas Airways,South Africa,17,3972,6178,17,3084,6118,2000,6
Jun-00,Qantas Airways,Tahiti,9,1287,1964,0,0,0,2000,6
Jun-00,Qantas Airways,Taiwan,13,2794,3026,13,2612,3109,2000,6
Jun-00,Qantas Airways,UK,73,20836,28690,73,23908,28681,2000,6
Jun-00,Qantas Airways,USA,158,43048,56199,158,41775,56280,2000,6
Jun-00,Qantas Airways,Vanuatu,0,923,1159,0,953,1135,2000,6
Jun-00,Qantas Airways,Vietnam,0,297,457,0,396,459,2000,6
Jun-00,Qantas Airways,Western Samoa,0,139,275,0,142,319,2000,6
Jun-00,Royal Brunei Airlines,Brunei,21,2485,4158,21,3399,4158,2000,6
Jun-00,Royal Tongan Airlines,Tonga,5,240,560,5,279,560,2000,6
Jun-00,Singapore Airlines,Singapore,322,61505,100588,321,71433,100323,2000,6
Jun-00,Solomon Airlines,Solomon Islands,2,133,136,1,24,68,2000,6
Jun-00,South African Airways,South Africa,18,3335,5238,17,3097,4947,2000,6
Jun-00,SriLankan Airlines,Sri Lanka,12,1093,3399,12,2510,3399,2000,6
Jun-00,Swissair,Switzerland,0,192,455,0,388,465,2000,6
Jun-00,Thai Airways International,New Zealand,21,3245,8505,21,3138,8505,2000,6
Jun-00,Thai Airways International,Thailand,80,13374,29899,80,16694,29899,2000,6
Jun-00,United Airlines,USA,90,21829,33480,90,23264,33480,2000,6
Jun-00,United Parcel Service,USA,10,0,0,0,0,0,2000,6
Jun-00,Vietnam Airlines,Vietnam,13,764,2873,13,1980,2873,2000,6
Jul-00,Aerolineas Argentinas,Argentina,8,1236,1784,9,1890,2007,2000,7
Jul-00,Air Caledonie,New Caledonia,26,2626,3572,26,2515,3572,2000,7
Jul-00,Air China,China,21,5196,8259,21,2858,8259,2000,7
Jul-00,Air China,New Zealand,8,1008,3184,8,921,3184,2000,7
Jul-00,Air Mauritius,Mauritius,10,1581,1810,9,906,1629,2000,7
Jul-00,Nauru Airlines,Nauru,8,583,1120,10,525,1400,2000,7
Jul-00,Air New Zealand,New Zealand,581,68252,102740,582,71690,102882,2000,7
Jul-00,Air New Zealand,USA,31,9631,12236,31,8648,12236,2000,7
Jul-00,Air Niugini,Papua New Guinea,71,4828,8629,72,5249,8838,2000,7
Jul-00,Fiji Airways,Fiji,44,4949,7962,44,4120,7962,2000,7
Jul-00,Air Vanuatu,Vanuatu,41,3250,5166,40,3149,5040,2000,7
Jul-00,Alitalia,Italy,0,0,0,0,0,0,2000,7
Jul-00,Ansett International,Fiji,8,445,1353,8,335,1353,2000,7
Jul-00,Ansett International,Hong Kong (SAR),31,8681,11161,31,7530,11161,2000,7
Jul-00,Ansett International,Indonesia,53,6914,8760,53,6038,8760,2000,7
Jul-00,Ansett International,Japan,31,10389,13051,31,7921,13051,2000,7
Jul-00,AOM French Airlines,France,0,0,0,0,0,0,2000,7
Jul-00,AOM French Airlines,New Caledonia,0,0,0,0,0,0,2000,7
Jul-00,Asian Express Airlines,New Zealand,22,0,0,22,0,0,2000,7
Jul-00,Asiana Airlines,Korea,31,5840,7068,31,4374,7068,2000,7
Jul-00,British Airways,UK,63,22297,25695,65,17541,26401,2000,7
Jul-00,Canadian Airlines International,Canada,29,4504,5945,28,4275,5740,2000,7
Jul-00,Cargolux Airlines Intl,Luxembourg,10,0,0,0,0,0,2000,7
Jul-00,Cargolux Airlines Intl,New Zealand,0,0,0,10,0,0,2000,7
Jul-00,Cathay Pacific Airways,Hong Kong (SAR),135,32879,39135,135,23460,39135,2000,7
Jul-00,China Airlines,New Zealand,13,2337,3952,14,2646,4256,2000,7
Jul-00,China Airlines,Taiwan,18,3047,4158,18,2605,4152,2000,7
Jul-00,China Eastern Airlines,China,13,3083,3731,14,1814,4018,2000,7
Jul-00,Continental Micronesia,Guam,9,979,1368,9,1014,1368,2000,7
Jul-00,EgyptAir,Egypt,9,1479,2340,9,1742,2340,2000,7
Jul-00,Emirates,United Arab Emirates,49,10677,13767,49,7758,13767,2000,7
Jul-00,Eva Air,Taiwan,22,5614,5962,22,3996,5962,2000,7
Jul-00,Evergreen Intl Airlines,USA,20,0,0,0,0,0,2000,7
Jul-00,Federal Express Corporation,Philippines,0,0,0,21,0,0,2000,7
Jul-00,Federal Express Corporation,USA,21,0,0,0,0,0,2000,7
Jul-00,Freedom Air International,New Zealand,110,11075,14589,110,10982,15620,2000,7
Jul-00,Garuda Indonesia,Indonesia,110,20122,25301,110,17294,25301,2000,7
Jul-00,Garuda Indonesia,New Zealand,8,1994,2344,8,1840,2344,2000,7
Jul-00,Gulf Air,Bahrain,16,3989,4688,16,3143,4688,2000,7
Jul-00,Gulf Air,United Arab Emirates,10,1101,2930,10,1200,2930,2000,7
Jul-00,Japan Airlines,Japan,93,32224,38429,93,26338,38429,2000,7
Jul-00,KLM Royal Dutch Airlines,Netherlands,13,4044,4396,13,3708,4396,2000,7
Jul-00,Korean Air,Korea,40,10152,11408,40,5268,11408,2000,7
Jul-00,Lauda Air,Austria,17,4305,5848,17,4686,5848,2000,7
Jul-00,Malaysia Airlines,Malaysia,197,45129,59706,195,37069,58964,2000,7
Jul-00,Martinair Holland,Netherlands,9,0,0,9,0,0,2000,7
Jul-00,Merpati Nusantara Airlines,Indonesia,5,247,450,5,192,450,2000,7
Jul-00,Olympic Airways,Greece,14,3273,4130,14,3236,4130,2000,7
Jul-00,Philippine Airlines,Philippines,14,2679,4370,14,2287,4370,2000,7
Jul-00,Polar Air Cargo,USA,18,0,0,0,0,0,2000,7
Jul-00,Polynesian Airlines,Western Samoa,11,932,1298,11,965,1298,2000,7
Jul-00,Qantas Airways,Argentina,10,2472,3569,9,2396,3221,2000,7
Jul-00,Qantas Airways,China,13,2681,2950,13,1575,2949,2000,7
Jul-00,Qantas Airways,France,13,4235,4799,13,2408,4834,2000,7
Jul-00,Qantas Airways,Germany,31,11036,12365,31,6533,12360,2000,7
Jul-00,Qantas Airways,Hong Kong (SAR),107,26251,29026,112,18421,28976,2000,7
Jul-00,Qantas Airways,India,31,5352,7244,30,4843,6853,2000,7
Jul-00,Qantas Airways,Indonesia,112,18036,21967,111,16996,21781,2000,7
Jul-00,Qantas Airways,Italy,13,5323,5455,13,4048,5445,2000,7
Jul-00,Qantas Airways,Japan,107,31059,40362,106,24136,40212,2000,7
Jul-00,Qantas Airways,New Caledonia,15,1466,2064,15,1658,2061,2000,7
Jul-00,Qantas Airways,New Zealand,320,53528,75937,324,58262,76890,2000,7
Jul-00,Qantas Airways,Papua New Guinea,18,2854,4084,18,3132,4084,2000,7
Jul-00,Qantas Airways,Philippines,22,4468,6715,22,3612,6665,2000,7
Jul-00,Qantas Airways,Singapore,92,20966,23314,92,18163,23133,2000,7
Jul-00,Qantas Airways,South Africa,19,5254,7378,19,4693,7378,2000,7
Jul-00,Qantas Airways,Tahiti,5,710,1132,0,0,0,2000,7
Jul-00,Qantas Airways,Taiwan,12,2648,2708,12,2210,2703,2000,7
Jul-00,Qantas Airways,UK,75,27103,29518,75,21489,29503,2000,7
Jul-00,Qantas Airways,USA,169,45529,56787,168,45365,57011,2000,7
Jul-00,Royal Brunei Airlines,Brunei,23,3415,4707,23,3329,4707,2000,7
Jul-00,Royal Tongan Airlines,Tonga,4,258,448,4,186,448,2000,7
Jul-00,Singapore Airlines,Singapore,331,84764,103665,332,69286,103930,2000,7
Jul-00,Solomon Airlines,Solomon Islands,2,155,272,2,164,272,2000,7
Jul-00,South African Airways,South Africa,17,3710,4761,18,4047,5052,2000,7
Jul-00,SriLankan Airlines,Sri Lanka,14,2564,3907,14,2215,3907,2000,7
Jul-00,Thai Airways International,New Zealand,22,3477,8910,22,3166,8910,2000,7
Jul-00,Thai Airways International,Thailand,86,20616,31994,85,18231,31620,2000,7
Jul-00,United Airlines,USA,90,25588,33480,91,23793,33852,2000,7
Jul-00,United Parcel Service,USA,8,0,0,0,0,0,2000,7
Jul-00,Vietnam Airlines,Vietnam,13,879,2873,13,1959,2873,2000,7
Aug-00,Aerolineas Argentinas,Argentina,10,1458,2230,9,1395,2007,2000,8
Aug-00,Air Caledonie,New Caledonia,25,2681,3750,25,2606,3750,2000,8
Aug-00,Air China,China,23,3155,8236,23,4014,8236,2000,8
Aug-00,Air China,New Zealand,9,296,3582,9,255,3582,2000,8
Aug-00,Air Mauritius,Mauritius,8,1034,1448,9,1341,1629,2000,8
Aug-00,Nauru Airlines,Nauru,9,811,1260,9,699,1260,2000,8
Aug-00,Air New Zealand,New Zealand,572,62321,99352,571,62588,99188,2000,8
Aug-00,Air New Zealand,USA,31,7394,12232,31,7454,12228,2000,8
Aug-00,Air Niugini,Papua New Guinea,68,3940,8386,69,3684,8460,2000,8
Aug-00,Fiji Airways,Fiji,39,3374,6282,39,3266,6282,2000,8
Aug-00,Air Vanuatu,Vanuatu,38,3085,4788,39,2948,4914,2000,8
Aug-00,Alitalia,Italy,0,0,0,0,0,0,2000,8
Aug-00,Ansett International,Fiji,4,156,576,4,168,576,2000,8
Aug-00,Ansett International,Hong Kong (SAR),31,6385,11161,31,7177,11161,2000,8
Aug-00,Ansett International,Indonesia,48,5121,7544,48,5160,7544,2000,8
Aug-00,Ansett International,Japan,31,9194,13051,31,8813,13051,2000,8
Aug-00,AOM French Airlines,France,0,0,0,0,0,0,2000,8
Aug-00,AOM French Airlines,New Caledonia,0,0,0,0,0,0,2000,8
Aug-00,Asian Express Airlines,New Zealand,23,0,0,23,0,0,2000,8
Aug-00,Asiana Airlines,Korea,31,4102,7068,31,5622,7068,2000,8
Aug-00,British Airways,UK,62,18403,25246,61,19134,24749,2000,8
Aug-00,Canadian Airlines International,Canada,31,5701,6355,31,4981,6355,2000,8
Aug-00,Cargolux Airlines Intl,Luxembourg,8,0,0,0,0,0,2000,8
Aug-00,Cargolux Airlines Intl,New Zealand,0,0,0,8,0,0,2000,8
Aug-00,Cathay Pacific Airways,Hong Kong (SAR),126,22564,38370,125,27594,37981,2000,8
Aug-00,China Airlines,New Zealand,11,1877,3344,11,1221,3344,2000,8
Aug-00,China Airlines,Taiwan,14,2360,3861,14,2755,3861,2000,8
Aug-00,China Eastern Airlines,China,13,2672,3731,13,2418,3731,2000,8
Aug-00,Continental Micronesia,Guam,9,1019,1386,9,1155,1386,2000,8
Aug-00,EgyptAir,Egypt,9,1667,2340,9,1877,2340,2000,8
Aug-00,Emirates,United Arab Emirates,47,8488,13221,47,9510,13221,2000,8
Aug-00,Eva Air,Taiwan,22,4574,5962,22,5385,5962,2000,8
Aug-00,Evergreen Intl Airlines,USA,20,0,0,0,0,0,2000,8
Aug-00,Federal Express Corporation,Philippines,0,0,0,23,0,0,2000,8
Aug-00,Federal Express Corporation,USA,23,0,0,0,0,0,2000,8
Aug-00,Freedom Air International,New Zealand,98,9029,12895,98,8997,13916,2000,8
Aug-00,Garuda Indonesia,Indonesia,109,15720,24837,109,16675,24837,2000,8
Aug-00,Garuda Indonesia,New Zealand,10,2462,2930,10,2661,2930,2000,8
Aug-00,Gulf Air,Bahrain,18,4925,5274,18,3820,5274,2000,8
Aug-00,Gulf Air,United Arab Emirates,8,1834,2344,8,1933,2344,2000,8
Aug-00,Japan Airlines,Japan,94,32097,38541,94,35076,38702,2000,8
Aug-00,KLM Royal Dutch Airlines,Netherlands,13,3488,4237,12,3700,3960,2000,8
Aug-00,Korean Air,Korea,40,6917,11408,40,9396,11408,2000,8
Aug-00,Lauda Air,Austria,17,4644,5848,17,4530,5848,2000,8
Aug-00,Malaysia Airlines,Malaysia,201,39056,59674,199,39989,59566,2000,8
Aug-00,Martinair Holland,Netherlands,9,0,0,9,0,0,2000,8
Aug-00,Merpati Nusantara Airlines,Indonesia,5,128,450,5,144,450,2000,8
Aug-00,Olympic Airways,Greece,13,3252,3835,13,2381,3835,2000,8
Aug-00,Philippine Airlines,Philippines,13,1756,3624,13,1927,3624,2000,8
Aug-00,Polar Air Cargo,USA,16,0,0,0,0,0,2000,8
Aug-00,Polynesian Airlines,Western Samoa,15,1044,1770,14,1180,1652,2000,8
Aug-00,Qantas Airways,Argentina,8,2093,2864,8,1763,2864,2000,8
Aug-00,Qantas Airways,China,14,1977,3178,14,2466,3180,2000,8
Aug-00,Qantas Airways,France,14,3642,5264,13,3297,4868,2000,8
Aug-00,Qantas Airways,Germany,31,8780,12279,31,7609,12254,2000,8
Aug-00,Qantas Airways,Hong Kong (SAR),106,19812,28700,110,22226,28703,2000,8
Aug-00,Qantas Airways,India,31,3539,7091,31,5522,7088,2000,8
Aug-00,Qantas Airways,Indonesia,132,14275,21432,133,15110,21748,2000,8
Aug-00,Qantas Airways,Italy,13,4992,5468,14,5003,5886,2000,8
Aug-00,Qantas Airways,Japan,106,31683,40630,106,36270,40646,2000,8
Aug-00,Qantas Airways,New Caledonia,12,1213,1625,12,1180,1625,2000,8
Aug-00,Qantas Airways,New Zealand,324,51150,75495,331,52557,77160,2000,8
Aug-00,Qantas Airways,Papua New Guinea,17,2248,3857,17,2288,3851,2000,8
Aug-00,Qantas Airways,Philippines,22,3894,6741,22,3835,6714,2000,8
Aug-00,Qantas Airways,Singapore,93,18496,24520,93,20025,24114,2000,8
Aug-00,Qantas Airways,South Africa,17,4786,7140,17,3867,7076,2000,8
Aug-00,Qantas Airways,Tahiti,4,449,904,0,0,0,2000,8
Aug-00,Qantas Airways,Taiwan,14,2584,3158,14,2963,3158,2000,8
Aug-00,Qantas Airways,UK,76,22142,29798,75,24092,29384,2000,8
Aug-00,Qantas Airways,USA,166,37996,53605,167,41601,56437,2000,8
Aug-00,Royal Brunei Airlines,Brunei,22,3103,4458,22,3649,4458,2000,8
Aug-00,Royal Tongan Airlines,Tonga,4,265,448,5,253,560,2000,8
Aug-00,Singapore Airlines,Singapore,333,69504,104325,331,74344,103871,2000,8
Aug-00,Solomon Airlines,Solomon Islands,8,517,1088,5,491,680,2000,8
Aug-00,South African Airways,South Africa,18,3560,5024,17,3183,4764,2000,8
Aug-00,SriLankan Airlines,Sri Lanka,13,1975,3644,13,2773,3644,2000,8
Aug-00,Thai Airways International,New Zealand,22,3187,8910,22,3036,8910,2000,8
Aug-00,Thai Airways International,Thailand,82,15404,30832,82,16685,30832,2000,8
Aug-00,United Airlines,USA,93,20907,34596,92,21740,33852,2000,8
Aug-00,United Parcel Service,USA,10,0,0,0,0,0,2000,8
Aug-00,Vietnam Airlines,Vietnam,14,2282,3094,13,1645,2873,2000,8
Sep-00,Aerolineas Argentinas,Argentina,9,1316,2007,9,1709,2007,2000,9
Sep-00,Air Caledonie,New Caledonia,25,2602,3750,25,2421,3750,2000,9
Sep-00,Air China,China,21,4563,7682,21,4675,7682,2000,9
Sep-00,Air China,New Zealand,8,489,2980,8,483,2980,2000,9
Sep-00,Air Mauritius,Mauritius,9,1153,1629,9,1257,1629,2000,9
Sep-00,Nauru Airlines,Nauru,9,807,1260,8,686,1120,2000,9
Sep-00,Air New Zealand,New Zealand,552,64611,99218,559,63031,101740,2000,9
Sep-00,Air New Zealand,USA,46,13840,17980,37,11894,14592,2000,9
Sep-00,Air Niugini,Papua New Guinea,63,4371,8016,63,4411,8016,2000,9
Sep-00,Fiji Airways,Fiji,53,7162,11719,53,7531,11719,2000,9
Sep-00,Air Vanuatu,Vanuatu,39,3216,4914,39,3248,4914,2000,9
Sep-00,Alitalia,Italy,0,0,0,0,0,0,2000,9
Sep-00,Ansett International,Fiji,4,245,576,5,345,720,2000,9
Sep-00,Ansett International,Hong Kong (SAR),30,6240,11160,30,4890,11160,2000,9
Sep-00,Ansett International,Indonesia,49,5609,7923,50,5460,8134,2000,9
Sep-00,Ansett International,Japan,30,6415,12630,30,7024,12630,2000,9
Sep-00,AOM French Airlines,France,0,0,0,0,0,0,2000,9
Sep-00,AOM French Airlines,New Caledonia,0,0,0,0,0,0,2000,9
