Month,Airline,Service_Country,Flights_In,Passengers_In,Seats_In,Flights_Out,Passengers_Out,Seats_Out,Year,Month_num
Mar-10,South African Airways,South Africa,25,4711,7657,25,4946,7724,2010,3
Mar-10,Tasman Cargo Airlines,New Zealand,18,0,0,18,0,0,2010,3
Mar-10,Thai Airways International,Thailand,201,33124,60686,199,36209,60078,2010,3
Mar-10,Tiger Airways,Singapore,31,4582,5580,31,4525,5580,2010,3
Mar-10,United Airlines,USA,62,16420,23188,62,20121,23188,2010,3
Mar-10,United Parcel Service,Singapore,0,0,0,4,0,0,2010,3
Mar-10,United Parcel Service,USA,30,0,0,0,0,0,2010,3
Mar-10,V Australia,Fiji,25,5863,9025,25,6767,9025,2010,3
Mar-10,V Australia,South Africa,6,1582,2166,6,1338,2166,2010,3
Mar-10,V Australia,Thailand,12,2996,4332,12,3293,4332,2010,3
Mar-10,V Australia,USA,49,11811,17689,49,15077,17689,2010,3
Mar-10,Vietnam Airlines,Vietnam,34,9764,11492,35,9295,11830,2010,3
Mar-10,Virgin Atlantic Airways,UK,31,5435,9548,31,6106,9548,2010,3
Apr-10,Aerolineas Argentinas,Argentina,17,3281,4199,17,3001,4199,2010,4
Apr-10,Air Austral,France,9,829,3276,9,718,3276,2010,4
Apr-10,Air Caledonie,New Caledonia,31,3187,4424,32,3239,4411,2010,4
Apr-10,Air Canada,Canada,30,4599,8100,30,7000,8100,2010,4
Apr-10,Air China,China,47,9830,11280,47,8576,11280,2010,4
Apr-10,Air Mauritius,Mauritius,4,927,1192,4,1014,1192,2010,4
Apr-10,Air New Zealand,New Zealand,606,92678,109361,605,83426,109202,2010,4
Apr-10,Air Niugini,Papua New Guinea,96,7891,13128,92,7666,12380,2010,4
Apr-10,Fiji Airways,Fiji,75,14073,20788,75,13267,20788,2010,4
Apr-10,Air Vanuatu,Vanuatu,39,2944,6630,39,2953,6630,2010,4
Apr-10,AirAsia X,Malaysia,90,25331,34470,90,24216,34470,2010,4
Apr-10,Airlines PNG,Papua New Guinea,26,609,962,26,636,962,2010,4
Apr-10,Asiana Airlines,Korea,30,7246,9300,30,8075,9300,2010,4
Apr-10,British Airways,UK,48,10083,13368,47,10948,13031,2010,4
Apr-10,Cargolux Airlines Intl,Luxembourg,4,0,0,4,0,0,2010,4
Apr-10,Cathay Pacific Airways,Hong Kong (SAR),261,54496,66944,261,56626,66944,2010,4
Apr-10,China Airlines,Taiwan,33,6958,10011,33,6259,10011,2010,4
Apr-10,China Eastern Airlines,China,32,7286,9059,32,6205,9059,2010,4
Apr-10,China Southern Airlines,China,43,10552,11285,43,9224,11285,2010,4
Apr-10,Continental Micronesia,Guam,19,1064,2926,20,1375,3080,2010,4
Apr-10,Delta Air Lines,USA,30,6017,8340,30,6245,8340,2010,4
Apr-10,Emirates,New Zealand,119,23388,40194,119,20385,40194,2010,4
Apr-10,Emirates,United Arab Emirates,300,56180,94229,300,67444,94229,2010,4
Apr-10,Etihad Airways,United Arab Emirates,89,14088,24004,90,19703,24290,2010,4
Apr-10,Eva Air,Taiwan,13,2373,3276,13,1849,3276,2010,4
Apr-10,Federal Express Corporation,China,0,0,0,21,0,0,2010,4
Apr-10,Federal Express Corporation,USA,21,0,0,0,0,0,2010,4
Apr-10,Garuda Indonesia,Indonesia,150,19104,30314,150,17340,30314,2010,4
Apr-10,Hawaiian Airlines,USA,13,2713,3308,13,2712,3308,2010,4
Apr-10,Indonesia AirAsia,Indonesia,60,8526,10800,60,8335,10800,2010,4
Apr-10,JALways,Japan,60,10023,14460,60,9460,14460,2010,4
Apr-10,Jetstar,Fiji,17,2069,3046,17,2174,3046,2010,4
Apr-10,Jetstar,Indonesia,80,12834,18481,81,13439,18655,2010,4
Apr-10,Jetstar,Japan,92,19360,27801,94,18056,28419,2010,4
Apr-10,Jetstar,New Zealand,163,24576,28815,161,23531,28467,2010,4
Apr-10,Jetstar,Singapore,105,13032,20097,104,14045,19923,2010,4
Apr-10,Jetstar,Thailand,25,6542,7525,26,6592,7826,2010,4
Apr-10,Jetstar,USA,17,4417,5100,17,4275,5100,2010,4
Apr-10,Jetstar,Vietnam,17,2118,2737,17,1946,2753,2010,4
Apr-10,Korean Air,Korea,65,11095,16193,65,12233,16128,2010,4
Apr-10,LATAM Airlines,Chile,25,4690,6400,25,4535,6400,2010,4
Apr-10,Malaysia Airlines,Malaysia,188,39291,52497,187,39258,52679,2010,4
Apr-10,Nauru Airlines,Nauru,4,169,500,4,155,500,2010,4
Apr-10,Pacific Air Express,Papua New Guinea,0,0,0,2,0,0,2010,4
Apr-10,Pacific Air Express,Solomon Islands,5,0,0,5,0,0,2010,4
Apr-10,Virgin Australia,Fiji,52,5739,9360,52,5368,9360,2010,4
Apr-10,Virgin Australia,Indonesia,95,13034,17100,96,12668,17280,2010,4
Apr-10,Virgin Australia,New Zealand,299,41573,53820,300,39152,54000,2010,4
Apr-10,Virgin Australia,Papua New Guinea,17,1953,3060,17,2011,3060,2010,4
Apr-10,Virgin Australia,Solomon Islands,9,845,1620,9,937,1620,2010,4
Apr-10,Virgin Australia,Thailand,8,1033,1440,8,1015,1440,2010,4
Apr-10,Virgin Australia,Tonga,9,764,1620,9,655,1620,2010,4
Apr-10,Virgin Australia,Vanuatu,20,2195,3600,20,2066,3600,2010,4
Apr-10,Philippine Airlines,Philippines,30,7081,10488,30,5261,10488,2010,4
Apr-10,Virgin Samoa,Western Samoa,15,1212,2700,15,1139,2700,2010,4
Apr-10,Qantas Airways,Argentina,12,2911,3673,12,2894,3683,2010,4
Apr-10,Qantas Airways,China,35,6225,6981,37,5705,7009,2010,4
Apr-10,Qantas Airways,Germany,25,8517,9996,24,8681,9663,2010,4
Apr-10,Qantas Airways,Hong Kong (SAR),91,19981,27009,89,20176,26852,2010,4
Apr-10,Qantas Airways,India,13,2991,3849,13,2964,3860,2010,4
Apr-10,Qantas Airways,Indonesia,17,3201,4115,17,3195,4124,2010,4
Apr-10,Qantas Airways,Japan,41,8354,11159,42,8431,11372,2010,4
Apr-10,Qantas Airways,New Caledonia,16,2045,2927,16,2144,2926,2010,4
Apr-10,Qantas Airways,New Zealand,429,58983,67520,427,50847,69169,2010,4
Apr-10,Qantas Airways,Philippines,17,3533,3896,17,3677,3896,2010,4
Apr-10,Qantas Airways,Singapore,100,20711,29677,101,22412,30988,2010,4
Apr-10,Qantas Airways,South Africa,26,7472,9239,26,7568,9240,2010,4
Apr-10,Qantas Airways,Thailand,6,1497,2177,6,1509,2116,2010,4
Apr-10,Qantas Airways,UK,86,25150,32619,89,29653,33677,2010,4
Apr-10,Qantas Airways,USA,190,42642,55687,190,48233,56651,2010,4
Apr-10,Qatar Airways,Qatar,30,3680,7770,30,5411,7770,2010,4
Apr-10,Royal Brunei Airlines,Brunei,47,5215,9552,47,5761,9552,2010,4
Apr-10,Singapore Airlines,New Zealand,4,0,0,4,0,0,2010,4
Apr-10,Singapore Airlines,Singapore,404,90595,122796,403,97661,122796,2010,4
Apr-10,Solomon Airlines,Solomon Islands,13,1133,2028,13,1236,2028,2010,4
Apr-10,South African Airways,South Africa,25,5104,7008,25,5574,7008,2010,4
Apr-10,Tasman Cargo Airlines,New Zealand,15,0,0,15,0,0,2010,4
Apr-10,Thai Airways International,Thailand,191,35025,58539,191,33031,58636,2010,4
Apr-10,Tiger Airways,Singapore,30,4709,5400,30,4660,5400,2010,4
Apr-10,United Airlines,USA,60,15678,22440,60,17770,22440,2010,4
Apr-10,United Parcel Service,China,0,0,0,21,0,0,2010,4
Apr-10,United Parcel Service,Singapore,0,0,0,5,0,0,2010,4
Apr-10,United Parcel Service,USA,30,0,0,0,0,0,2010,4
Apr-10,V Australia,Fiji,26,7516,9386,26,7228,9386,2010,4
Apr-10,V Australia,South Africa,8,2354,2888,8,2272,2888,2010,4
Apr-10,V Australia,Thailand,14,4064,5054,14,4516,5054,2010,4
Apr-10,V Australia,USA,46,12581,16606,46,14513,16606,2010,4
Apr-10,Vietnam Airlines,Vietnam,34,10146,11492,34,7246,11492,2010,4
Apr-10,Virgin Atlantic Airways,Hong Kong (SAR),5,1071,1540,5,1159,1540,2010,4
Apr-10,Virgin Atlantic Airways,UK,24,4132,7392,24,4442,7392,2010,4
May-10,Aerolineas Argentinas,Argentina,13,2291,3211,13,2393,3211,2010,5
May-10,Air Austral,France,9,739,3276,9,816,3276,2010,5
May-10,Air Caledonie,New Caledonia,30,3636,4790,30,2834,4674,2010,5
May-10,Air Canada,Canada,31,5722,8367,31,7498,8368,2010,5
May-10,Air China,China,49,7908,11760,49,9576,11760,2010,5
May-10,Air Mauritius,Mauritius,5,921,1490,4,767,1192,2010,5
May-10,Air New Zealand,New Zealand,538,76050,98294,541,74547,98843,2010,5
May-10,Air Niugini,Papua New Guinea,97,7325,13043,99,7821,13443,2010,5
May-10,Fiji Airways,Fiji,74,11447,18174,74,12122,18174,2010,5
May-10,Air Vanuatu,Vanuatu,41,2823,6970,40,2883,6800,2010,5
May-10,AirAsia X,Malaysia,93,24800,35619,93,24913,35619,2010,5
May-10,Airlines PNG,Papua New Guinea,26,514,962,26,620,962,2010,5
May-10,Asiana Airlines,Korea,31,6761,9610,31,7684,9610,2010,5
May-10,British Airways,UK,44,7578,13307,43,10523,12970,2010,5
May-10,Cargolux Airlines Intl,Luxembourg,5,0,0,4,0,0,2010,5
May-10,Cathay Pacific Airways,Hong Kong (SAR),270,45451,69075,270,51821,69075,2010,5
May-10,China Airlines,Taiwan,29,4983,8777,29,5529,8777,2010,5
May-10,China Eastern Airlines,China,31,5440,8872,31,6293,8872,2010,5
May-10,China Southern Airlines,China,45,9387,11800,45,8935,11800,2010,5
May-10,Continental Micronesia,Guam,18,928,2462,17,1039,2308,2010,5
May-10,Delta Air Lines,USA,30,5780,8340,30,5751,8340,2010,5
May-10,Emirates,New Zealand,123,21604,41550,123,19447,41550,2010,5
May-10,Emirates,United Arab Emirates,310,50154,98113,310,72517,98113,2010,5
May-10,Etihad Airways,United Arab Emirates,94,12642,25452,94,22109,25452,2010,5
May-10,Eva Air,Taiwan,12,1985,3024,12,1794,3024,2010,5
May-10,Federal Express Corporation,China,0,0,0,22,0,0,2010,5
May-10,Federal Express Corporation,USA,22,0,0,0,0,0,2010,5
May-10,Garuda Indonesia,Indonesia,155,16249,31099,154,17006,30842,2010,5
May-10,Hawaiian Airlines,USA,13,2570,3308,13,2645,3308,2010,5
May-10,Indonesia AirAsia,Indonesia,62,8658,11160,62,9147,11160,2010,5
May-10,JALways,Japan,62,8915,14930,62,10270,14927,2010,5
May-10,Jetstar,Fiji,18,2584,3186,18,2594,3186,2010,5
May-10,Jetstar,Indonesia,68,12523,15763,68,13440,15763,2010,5
May-10,Jetstar,Japan,89,14627,26886,89,17754,26925,2010,5
May-10,Jetstar,New Zealand,164,20854,28971,164,20449,28968,2010,5
May-10,Jetstar,Singapore,110,13796,20485,110,14930,20482,2010,5
May-10,Jetstar,Thailand,23,5560,6923,23,5236,6923,2010,5
May-10,Jetstar,USA,18,4745,5400,18,4452,5400,2010,5
May-10,Jetstar,Vietnam,18,2108,2898,18,2083,2898,2010,5
May-10,Korean Air,Korea,66,9163,15987,66,11219,15987,2010,5
May-10,LATAM Airlines,Chile,26,4635,6656,27,4524,6912,2010,5
May-10,Malaysia Airlines,Malaysia,193,31832,54889,193,40369,54487,2010,5
May-10,Nauru Airlines,Nauru,4,116,492,5,188,615,2010,5
May-10,Pacific Air Express,Papua New Guinea,0,0,0,5,0,0,2010,5
May-10,Pacific Air Express,Solomon Islands,4,0,0,4,0,0,2010,5
May-10,Virgin Australia,Fiji,47,6200,8460,48,6072,8640,2010,5
May-10,Virgin Australia,Indonesia,110,14205,19800,109,14958,19620,2010,5
May-10,Virgin Australia,New Zealand,298,30146,53640,298,29056,53640,2010,5
May-10,Virgin Australia,Papua New Guinea,18,1707,3240,18,1789,3240,2010,5
May-10,Virgin Australia,Solomon Islands,8,641,1440,8,734,1440,2010,5
May-10,Virgin Australia,Thailand,9,1180,1620,9,1107,1620,2010,5
May-10,Virgin Australia,Tonga,9,700,1620,9,872,1620,2010,5
May-10,Virgin Australia,Vanuatu,21,2175,3780,22,2427,3960,2010,5
May-10,Philippine Airlines,Philippines,32,5888,11160,32,5290,11160,2010,5
May-10,Virgin Samoa,Western Samoa,14,1156,2520,14,1313,2520,2010,5
May-10,Qantas Airways,Argentina,14,2652,4280,14,2718,4297,2010,5
May-10,Qantas Airways,China,31,5510,7374,31,6126,7407,2010,5
May-10,Qantas Airways,Germany,31,9428,12462,31,10878,12547,2010,5
May-10,Qantas Airways,Hong Kong (SAR),94,17889,27025,96,18392,27700,2010,5
May-10,Qantas Airways,India,13,3246,3852,13,3298,3861,2010,5
May-10,Qantas Airways,Indonesia,17,3151,4135,17,3304,4178,2010,5
May-10,Qantas Airways,Japan,44,7137,12080,43,8115,11864,2010,5
May-10,Qantas Airways,New Caledonia,20,2726,3655,20,2440,3653,2010,5
May-10,Qantas Airways,New Zealand,452,46013,61571,453,42691,63616,2010,5
May-10,Qantas Airways,Philippines,18,3671,4123,18,3703,4119,2010,5
May-10,Qantas Airways,Singapore,86,15631,24188,86,17644,25339,2010,5
May-10,Qantas Airways,South Africa,27,5636,9415,27,6109,9429,2010,5
May-10,Qantas Airways,Thailand,0,0,0,1,0,0,2010,5
May-10,Qantas Airways,UK,105,27601,39069,106,34870,39964,2010,5
May-10,Qantas Airways,USA,194,45607,55910,186,47014,55688,2010,5
May-10,Qatar Airways,Qatar,31,3055,8029,31,4848,8029,2010,5
May-10,Royal Brunei Airlines,Brunei,49,4274,10089,48,5038,9884,2010,5
May-10,Singapore Airlines,New Zealand,4,0,0,4,0,0,2010,5
May-10,Singapore Airlines,Singapore,418,76934,126827,418,92349,126833,2010,5
May-10,Solomon Airlines,Solomon Islands,13,1189,2028,13,1144,2028,2010,5
May-10,South African Airways,South Africa,27,3816,7627,27,4175,7627,2010,5
May-10,Tasman Cargo Airlines,New Zealand,17,0,0,17,0,0,2010,5
May-10,Thai Airways International,Thailand,190,24486,57823,190,29184,57823,2010,5
May-10,Tiger Airways,Singapore,31,4228,5580,31,4187,5580,2010,5
May-10,United Airlines,USA,62,14267,23188,59,15424,22066,2010,5
May-10,United Parcel Service,China,0,0,0,23,0,0,2010,5
May-10,United Parcel Service,Singapore,0,0,0,4,0,0,2010,5
May-10,United Parcel Service,USA,27,0,0,0,0,0,2010,5
May-10,V Australia,Fiji,25,6719,9025,25,6775,9025,2010,5
May-10,V Australia,South Africa,9,2071,3249,9,2020,3249,2010,5
May-10,V Australia,Thailand,13,3824,4693,13,3670,4693,2010,5
May-10,V Australia,USA,49,12906,17689,49,15439,17689,2010,5
May-10,Vietnam Airlines,Vietnam,36,7095,12168,36,7175,12168,2010,5
May-10,Virgin Atlantic Airways,UK,31,3769,9548,31,5417,9548,2010,5
Jun-10,Aerolineas Argentinas,Argentina,12,2011,2964,12,2172,2964,2010,6
Jun-10,Air Austral,France,8,662,2912,8,1061,2912,2010,6
Jun-10,Air Caledonie,New Caledonia,30,2280,4976,29,3285,4706,2010,6
Jun-10,Air Canada,Canada,30,6442,8099,31,7444,8368,2010,6
Jun-10,Air China,China,47,8658,11280,47,10233,11280,2010,6
Jun-10,Air Mauritius,Mauritius,4,821,1192,5,1375,1490,2010,6
Jun-10,Air New Zealand,New Zealand,527,75728,96051,528,74914,96235,2010,6
Jun-10,Air Niugini,Papua New Guinea,93,7665,12559,92,8049,12459,2010,6
Jun-10,Fiji Airways,Fiji,74,13439,21777,74,17070,21777,2010,6
Jun-10,Air Vanuatu,Vanuatu,38,2926,6460,39,3882,6630,2010,6
Jun-10,AirAsia X,Malaysia,110,28721,41470,110,33521,41470,2010,6
Jun-10,Airlines PNG,Papua New Guinea,26,521,962,26,526,962,2010,6
Jun-10,Asiana Airlines,Korea,26,6213,8060,26,7073,8060,2010,6
Jun-10,British Airways,UK,60,12010,16710,60,14430,16710,2010,6
Jun-10,Cargolux Airlines Intl,Luxembourg,0,0,0,0,0,0,2010,6
Jun-10,Cathay Pacific Airways,Hong Kong (SAR),262,46210,67115,262,58465,67115,2010,6
Jun-10,China Airlines,Taiwan,29,5636,8784,29,7853,8784,2010,6
Jun-10,China Eastern Airlines,China,32,6423,9109,32,7763,9109,2010,6
Jun-10,China Southern Airlines,China,42,8855,11040,42,10017,11040,2010,6
Jun-10,Continental Micronesia,Guam,17,948,2108,17,911,2108,2010,6
Jun-10,Delta Air Lines,USA,30,6597,8340,30,7466,8340,2010,6
Jun-10,Emirates,New Zealand,120,18841,40680,120,17588,40680,2010,6
Jun-10,Emirates,United Arab Emirates,301,62402,93833,301,78312,93833,2010,6
Jun-10,Etihad Airways,United Arab Emirates,88,16681,24072,87,20715,23826,2010,6
Jun-10,Eva Air,Taiwan,9,1783,2268,9,1795,2268,2010,6
Jun-10,Federal Express Corporation,China,0,0,0,22,0,0,2010,6
Jun-10,Federal Express Corporation,USA,24,0,0,0,0,0,2010,6
Jun-10,Garuda Indonesia,Indonesia,150,20822,29773,150,24098,29773,2010,6
Jun-10,Hawaiian Airlines,USA,13,2680,3344,13,2975,3344,2010,6
Jun-10,Indonesia AirAsia,Indonesia,90,12064,16200,90,13910,16200,2010,6
Jun-10,JALways,Japan,60,9167,14460,60,10529,14460,2010,6
Jun-10,Jetstar,Fiji,17,2246,2997,17,2523,2997,2010,6
Jun-10,Jetstar,Indonesia,69,13787,16415,68,15498,16118,2010,6
Jun-10,Jetstar,Japan,77,14510,23250,77,16398,23301,2010,6
Jun-10,Jetstar,New Zealand,162,20361,28632,161,22072,28458,2010,6
Jun-10,Jetstar,Singapore,109,13757,20047,109,16706,20047,2010,6
Jun-10,Jetstar,Thailand,25,5374,7525,25,6466,7525,2010,6
Jun-10,Jetstar,USA,17,4389,5100,17,4729,5100,2010,6
Jun-10,Jetstar,Vietnam,17,1746,2737,17,2256,2737,2010,6
Jun-10,Korean Air,Korea,68,10544,16880,68,12781,16880,2010,6
Jun-10,LATAM Airlines,Chile,24,4012,6144,24,4326,6144,2010,6
Jun-10,Malaysia Airlines,Malaysia,183,35018,52487,184,45450,52372,2010,6
Jun-10,Nauru Airlines,Nauru,5,219,618,4,215,498,2010,6
Jun-10,Pacific Air Express,Papua New Guinea,0,0,0,9,0,0,2010,6
Jun-10,Pacific Air Express,Solomon Islands,4,0,0,4,0,0,2010,6
Jun-10,Virgin Australia,Fiji,47,6221,8460,47,7325,8460,2010,6
Jun-10,Virgin Australia,Indonesia,107,15795,19260,107,16279,19260,2010,6
Jun-10,Virgin Australia,New Zealand,303,30288,54540,302,33575,54360,2010,6
Jun-10,Virgin Australia,Papua New Guinea,17,1836,3060,17,1917,3060,2010,6
Jun-10,Virgin Australia,Solomon Islands,8,648,1440,8,857,1440,2010,6
Jun-10,Virgin Australia,Thailand,9,1068,1620,9,1037,1620,2010,6
Jun-10,Virgin Australia,Tonga,8,707,1440,8,1035,1440,2010,6
Jun-10,Virgin Australia,Vanuatu,19,2272,3420,19,2513,3420,2010,6
Jun-10,Philippine Airlines,Philippines,28,4999,9680,27,5819,9378,2010,6
Jun-10,Virgin Samoa,Western Samoa,17,1306,3060,17,1684,3060,2010,6
Jun-10,Qantas Airways,Argentina,13,2296,3952,13,2613,3989,2010,6
Jun-10,Qantas Airways,China,30,5964,7369,31,6498,7418,2010,6
Jun-10,Qantas Airways,Germany,30,10369,11854,30,10959,11829,2010,6
Jun-10,Qantas Airways,Hong Kong (SAR),86,18652,24949,85,20283,24690,2010,6
Jun-10,Qantas Airways,India,13,3397,3855,13,3668,3857,2010,6
Jun-10,Qantas Airways,Indonesia,17,3650,4232,17,3732,4239,2010,6
Jun-10,Qantas Airways,Japan,40,6557,11137,40,8699,11144,2010,6
Jun-10,Qantas Airways,New Caledonia,16,1431,2892,16,2183,2898,2010,6
Jun-10,Qantas Airways,New Zealand,448,43260,61528,449,43982,63536,2010,6
Jun-10,Qantas Airways,Philippines,17,3506,3888,17,3424,3885,2010,6
Jun-10,Qantas Airways,Singapore,87,19595,25231,87,21923,25816,2010,6
Jun-10,Qantas Airways,South Africa,25,6024,8764,25,6799,8778,2010,6
Jun-10,Qantas Airways,Thailand,0,0,0,1,0,0,2010,6
Jun-10,Qantas Airways,UK,105,33389,39384,106,37413,40073,2010,6
Jun-10,Qantas Airways,USA,190,49709,54937,188,51867,55288,2010,6
Jun-10,Qatar Airways,Qatar,30,4275,7770,30,6325,7770,2010,6
Jun-10,Royal Brunei Airlines,Brunei,47,5287,10435,48,8244,10640,2010,6
Jun-10,Singapore Airlines,New Zealand,5,0,0,5,0,0,2010,6
Jun-10,Singapore Airlines,Singapore,411,83842,123978,412,109437,123972,2010,6
Jun-10,Solomon Airlines,Solomon Islands,13,1133,2028,13,1209,2028,2010,6
Jun-10,South African Airways,South Africa,29,4842,8227,29,5121,8224,2010,6
Jun-10,Strategic Airlines,Indonesia,6,404,936,6,717,936,2010,6
Jun-10,Tasman Cargo Airlines,New Zealand,17,0,0,17,0,0,2010,6
Jun-10,Thai Airways International,Thailand,188,27583,57689,187,44772,57390,2010,6
Jun-10,Tiger Airways,Singapore,30,3957,5400,30,5107,5400,2010,6
Jun-10,United Airlines,USA,60,17205,22440,60,20029,22440,2010,6
Jun-10,United Parcel Service,China,0,0,0,21,0,0,2010,6
Jun-10,United Parcel Service,Singapore,0,0,0,4,0,0,2010,6
Jun-10,United Parcel Service,USA,30,0,0,0,0,0,2010,6
Jun-10,V Australia,Fiji,25,7379,9025,25,8299,9025,2010,6
Jun-10,V Australia,South Africa,9,2785,3249,9,2903,3249,2010,6
Jun-10,V Australia,Thailand,12,3320,4332,12,4039,4332,2010,6
Jun-10,V Australia,USA,47,14152,16967,47,16526,16967,2010,6
Jun-10,Vietnam Airlines,Vietnam,37,7519,11642,37,9992,11714,2010,6
Jun-10,Virgin Atlantic Airways,UK,30,4900,9240,30,7035,9240,2010,6
Jul-10,Aerolineas Argentinas,Argentina,17,3329,4199,17,3224,4199,2010,7
Jul-10,Air Austral,France,9,1173,3276,9,947,3276,2010,7
Jul-10,Air Caledonie,New Caledonia,30,3310,4567,31,3353,4526,2010,7
Jul-10,Air Canada,Canada,31,7766,8369,31,6755,8370,2010,7
Jul-10,Air China,China,49,10876,11760,49,8827,11760,2010,7
Jul-10,Air Mauritius,Mauritius,8,1990,2292,8,1588,2292,2010,7
Jul-10,Air New Zealand,New Zealand,664,100162,118032,661,96523,117657,2010,7
Jul-10,Air Niugini,Papua New Guinea,85,8502,12660,85,7978,12660,2010,7
Jul-10,Fiji Airways,Fiji,86,19595,24154,86,17623,24154,2010,7
Jul-10,Air Vanuatu,Vanuatu,45,5129,7650,45,4894,7650,2010,7
Jul-10,AirAsia X,Malaysia,131,28855,49387,131,28514,49387,2010,7
Jul-10,Airlines PNG,Papua New Guinea,13,274,481,13,263,481,2010,7
Jul-10,Asiana Airlines,Korea,26,7006,8060,26,6033,8060,2010,7
Jul-10,British Airways,UK,62,16569,17281,62,12678,17281,2010,7
Jul-10,Cargolux Airlines Intl,Luxembourg,0,0,0,0,0,0,2010,7
Jul-10,Cathay Pacific Airways,Hong Kong (SAR),284,68304,73302,283,49025,73038,2010,7
Jul-10,China Airlines,Taiwan,32,9277,9684,32,7726,9684,2010,7
Jul-10,China Eastern Airlines,China,40,10193,11527,40,7460,11527,2010,7
Jul-10,China Southern Airlines,China,45,10443,11800,45,9030,11800,2010,7
Jul-10,Continental Micronesia,Guam,17,1273,2494,18,1181,2617,2010,7
Jul-10,Delta Air Lines,USA,30,7994,8340,30,7728,8340,2010,7
Jul-10,Emirates,New Zealand,122,23772,41292,122,19940,41292,2010,7
Jul-10,Emirates,United Arab Emirates,310,86172,100804,309,60502,100318,2010,7
Jul-10,Etihad Airways,United Arab Emirates,94,23762,25590,95,16444,25882,2010,7
Jul-10,Eva Air,Taiwan,12,2674,3024,12,2061,3024,2010,7
Jul-10,Federal Express Corporation,China,0,0,0,22,0,0,2010,7
Jul-10,Federal Express Corporation,USA,24,0,0,0,0,0,2010,7
Jul-10,Garuda Indonesia,Indonesia,147,25471,29407,147,23000,29407,2010,7
Jul-10,Hawaiian Airlines,USA,13,2973,3317,13,2775,3317,2010,7
Jul-10,Indonesia AirAsia,Indonesia,93,14188,16740,93,13908,16740,2010,7
Jul-10,JALways,Japan,62,13033,14942,62,9479,14939,2010,7
Jul-10,Jetstar,Fiji,18,2660,3180,18,2624,3180,2010,7
Jul-10,Jetstar,Indonesia,83,18000,20477,83,17656,20477,2010,7
Jul-10,Jetstar,Japan,107,23186,32328,107,15928,32334,2010,7
Jul-10,Jetstar,New Zealand,168,24763,29700,168,25321,29697,2010,7
Jul-10,Jetstar,Singapore,120,18674,22262,120,16607,22262,2010,7
Jul-10,Jetstar,Thailand,26,7249,7826,26,6350,7826,2010,7
Jul-10,Jetstar,USA,17,4665,5100,17,4036,5100,2010,7
Jul-10,Jetstar,Vietnam,18,2243,2907,18,1925,2907,2010,7
Jul-10,Korean Air,Korea,71,16175,17557,71,10907,17557,2010,7
Jul-10,LATAM Airlines,Chile,26,5127,6656,25,5161,6400,2010,7
Jul-10,Malaysia Airlines,Malaysia,195,48948,54968,192,40997,54282,2010,7
Jul-10,Nauru Airlines,Nauru,4,207,504,4,253,504,2010,7
Jul-10,Pacific Air Express,Papua New Guinea,0,0,0,8,0,0,2010,7
Jul-10,Pacific Air Express,Solomon Islands,5,0,0,5,0,0,2010,7
Jul-10,Virgin Australia,Fiji,48,7479,8640,48,7129,8640,2010,7
Jul-10,Virgin Australia,Indonesia,111,18190,19980,110,16489,19800,2010,7
Jul-10,Virgin Australia,New Zealand,305,42146,54900,307,43440,55260,2010,7
Jul-10,Virgin Australia,Papua New Guinea,17,2217,3060,17,2196,3060,2010,7
Jul-10,Virgin Australia,Solomon Islands,9,1089,1620,9,1090,1620,2010,7
Jul-10,Virgin Australia,Thailand,8,1042,1440,9,1129,1620,2010,7
Jul-10,Virgin Australia,Tonga,9,1224,1620,9,1097,1620,2010,7
Jul-10,Virgin Australia,Vanuatu,22,3042,3960,22,2860,3960,2010,7
Jul-10,Philippine Airlines,Philippines,32,8769,11092,32,6049,11092,2010,7
Jul-10,Virgin Samoa,Western Samoa,19,2262,3420,18,1842,3240,2010,7
Jul-10,Qantas Airways,Argentina,13,2791,3984,13,2410,3991,2010,7
Jul-10,Qantas Airways,China,31,8386,8638,32,5216,8646,2010,7
Jul-10,Qantas Airways,Germany,31,12011,12284,31,10208,12396,2010,7
Jul-10,Qantas Airways,Hong Kong (SAR),83,23378,25264,82,16217,24866,2010,7
Jul-10,Qantas Airways,India,13,3742,3860,14,3545,4156,2010,7
Jul-10,Qantas Airways,Indonesia,17,4412,4916,17,4027,4925,2010,7
Jul-10,Qantas Airways,Japan,43,12913,13932,43,9631,13989,2010,7
Jul-10,Qantas Airways,New Caledonia,18,2306,3282,18,2412,3282,2010,7
Jul-10,Qantas Airways,New Zealand,471,55189,66598,469,53496,67960,2010,7
Jul-10,Qantas Airways,Papua New Guinea,53,1750,3922,53,1548,3922,2010,7
Jul-10,Qantas Airways,Philippines,18,3828,4100,18,2760,4098,2010,7
Jul-10,Qantas Airways,Singapore,93,24533,27283,93,19526,27604,2010,7
Jul-10,Qantas Airways,South Africa,27,7618,9472,27,6496,9483,2010,7
Jul-10,Qantas Airways,Thailand,0,0,0,2,0,0,2010,7
Jul-10,Qantas Airways,UK,124,44689,46633,124,36451,46631,2010,7
Jul-10,Qantas Airways,USA,209,56243,59524,204,50941,59524,2010,7
Jul-10,Qatar Airways,Qatar,31,7697,8181,31,4465,8181,2010,7
Jul-10,Royal Brunei Airlines,Brunei,49,9725,12205,48,7881,12000,2010,7
Jul-10,Singapore Airlines,New Zealand,4,0,0,4,0,0,2010,7
